VEHICULE_ID,VEHICULE_TYPE,VEHICULE_MODELE,VEHICULE_MARQUE,VEHICULE_ENERGIE,VEHICULE_CATEGORIE,VEHICULE_BOITE_VITESSE,VEHICULE_COULEUR,VEHICULE_KM,VEHICULE_MEC,OFFER_EQUIPMENTS_STANDARD_LABELS_LIST,OFFER_EQUIPMENTS_MAIN_LIST,OFFER_OFFER_TAGS_LIST
48898450910,VO,2008,Peugeot,Hybride,4x4 et SUV,Automatique,Noir,59777,2020-05-16 19:54:46.721680,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 8}]",
72776336866,VO,Model 3,Tesla,Essence,Berline Compacte,Manuelle,Noir,76588,2016-10-18 17:49:06.436609,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}]",
53632132585,VO,XC60,Volvo,Essence,Break,Automatique,Rouge,57145,2018-12-18 11:07:36.414103,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}]",
34115315178,VN,Ceed,Kia,Essence,4x4 et SUV,Automatique,Noir,719,2017-10-23 14:56:15.843961,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
65064469998,VN,Micra,Nissan,Essence,Citadine,Automatique,Bleu,362,2017-04-27 10:27:59.819955,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
46344013295,VO,Captur,Renault,Diesel,4x4 et SUV,Manuelle,Argent,28888,2019-07-02 02:08:11.522880,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 5}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 6}]",
79397119473,VO,Q5,Audi,Diesel,4x4 et SUV,Automatique,Rouge,69871,2019-05-26 02:25:28.582145,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
24597595638,VN,C4,Citroën,Diesel,Citadine,Manuelle,Noir,210,2016-03-14 22:10:53.563390,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
52922779127,VO,Ateca,Seat,Essence,Citadine,Automatique,Argent,15723,2021-10-25 16:52:34.388597,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}]",
97413268982,VO,Duster,Dacia,Essence,Citadine,Manuelle,Argent,1585,2016-08-26 07:34:04.411102,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
31963530744,VN,Kadjar,Renault,Diesel,Berline Compacte,Manuelle,Bleu,596,2018-02-01 17:21:01.215303,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 4}]",
61589128698,VO,C-HR,Toyota,Diesel,4x4 et SUV,Automatique,Bleu,17185,2022-04-14 16:04:40.870217,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
31684584955,VN,X1,BMW,Essence,4x4 et SUV,Manuelle,Noir,240,2022-07-13 06:18:48.882220,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 8}]",
11005650429,VN,Fiesta,Ford,Essence,Berline Compacte,Automatique,Rouge,865,2017-02-19 00:51:29.572393,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 8}]",
28393768446,VO,Micra,Nissan,Essence,Citadine,Manuelle,Rouge,67670,2019-02-18 02:38:47.981995,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}]",
78417798654,VN,Fabia,Skoda,Essence,4x4 et SUV,Automatique,Noir,1125,2016-03-25 14:37:53.968492,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 4}]",
70182929920,VO,Kona,Hyundai,Essence,Berline Compacte,Manuelle,Noir,26268,2023-06-18 13:15:47.936984,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}]",
44564702721,VN,Astra,Opel,Diesel,Citadine,Manuelle,Blanc,853,2023-06-27 14:15:34.433608,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
36734846465,VO,Mazda3,Mazda,Essence,Berline Compacte,Manuelle,Bleu,89785,2015-09-13 15:04:32.768192,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}]",
39356016131,VO,Classe C,Mercedes,Essence,4x4 et SUV,Manuelle,Rouge,17147,2017-03-06 15:40:11.702925,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 8}]",
23944881669,VN,Q3,Audi,Diesel,4x4 et SUV,Manuelle,Gris,317,2019-03-05 17:27:30.112528,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 6}]",
11214145030,VO,208,Peugeot,Diesel,Berline Compacte,Manuelle,Bleu,82803,2023-10-12 10:45:38.484621,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}]",
58680911370,VO,Duster,Dacia,Diesel,4x4 et SUV,Manuelle,Argent,51085,2020-02-13 03:02:33.938484,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 6}]",
57689376267,VN,Octavia,Skoda,Essence,4x4 et SUV,Manuelle,Rouge,679,2017-06-08 08:32:24.486121,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 8}]",
65643791888,VO,Serie 3,BMW,Hybride,Break,Manuelle,Argent,32864,2021-05-03 15:02:23.135783,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}]",
35814426129,VO,Duster,Dacia,Diesel,Citadine,Manuelle,Blanc,22183,2017-07-09 14:09:48.747186,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}]",
65201088017,VO,Q5,Audi,Essence,Break,Automatique,Bleu,29006,2016-08-14 19:23:27.051762,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 4}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 5}]",
76932662802,VO,Captur,Renault,Essence,4x4 et SUV,Manuelle,Bleu,31374,2015-07-23 20:16:44.651162,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 5}]",
73482487316,VO,Kodiaq,Skoda,Essence,4x4 et SUV,Automatique,Argent,78509,2019-07-10 07:24:21.065266,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 5}]",
10960709141,VN,Astra,Opel,Hybride,4x4 et SUV,Manuelle,Rouge,229,2023-10-24 18:39:52.798199,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
85046339094,VN,C-HR,Toyota,Diesel,Berline Compacte,Automatique,Gris,336,2020-03-12 01:45:30.382595,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
