TYPE_PANIER,DATE_PANIER,LEAD_ID,VEHICULE_ID,AGENCE_LIVRAISON_COM,PRIX_VENTE_TTC_COM,TYPE_LIVRAISON_COM
Commande,2024-02-02 04:29:10.789064,4085132028759,94615994531,Marseille,26590,En Agence
Commande,2024-02-02 05:17:30.633474,4505128221552,10960709141,Paris Sud,29588,En Agence
Commande,2024-02-02 06:05:50.477883,2345519914162,98150591260,Nice,12843,A Domicile
Commande,2024-02-02 06:54:10.322293,1325025483933,79123841753,Lille,23027,A Domicile
Commande,2024-02-02 07:42:30.166703,3875927842332,71458514929,Toulouse,7336,A Domicile
Commande,2024-02-02 08:30:50.011113,7018326675051,50432515319,Paris Nord,36404,En Agence
Commande,2024-02-02 09:19:09.855523,1463306648135,95160874834,Lille,15310,A Domicile
Commande,2024-02-02 10:07:29.699933,4685090975917,78242841811,Strasbourg,20569,En Agence
Commande,2024-02-02 10:55:49.544343,3682624882530,96971102825,Paris Sud,19467,En Agence
Commande,2024-02-02 11:44:09.388753,1617668170111,25426617139,Lyon,7841,En Agence
Commande,2024-02-02 12:32:29.233162,5178450482182,33087966185,Nantes,48208,En Agence
Commande,2024-02-02 13:20:49.077572,8211931471282,63832665767,Marseille,11150,En Agence
Commande,2024-02-02 14:09:08.921982,7509274718100,83147947987,Strasbourg,17889,En Agence
Commande,2024-02-02 14:57:28.766392,2605159172652,62851168544,Paris Nord,20252,En Agence
Commande,2024-02-02 15:45:48.610802,6210466563459,23480390717,Rennes,26500,En Agence
Commande,2024-02-02 16:34:08.455212,8488945731784,37940220021,Marseille,36119,En Agence
Commande,2024-02-02 17:22:28.299622,8273222957323,68640676119,Paris Nord,26882,En Agence
Commande,2024-02-02 18:10:48.144032,4855507263415,60632050259,Nantes,22331,En Agence
Commande,2024-02-02 18:59:07.988441,9868754302482,65837472781,Lille,14859,En Agence
Commande,2024-02-02 19:47:27.832851,5120137078699,70481806360,Paris Nord,14492,En Agence
Commande,2024-02-02 20:35:47.677261,3333447978987,27325859626,Strasbourg,22887,En Agence
Commande,2024-02-02 21:24:07.521671,4967568433288,42594902297,Rennes,8811,En Agence
Commande,2024-02-02 22:12:27.366081,2006179116376,70059188039,Montpellier,24146,En Agence
Commande,2024-02-02 23:00:47.210491,6132330540362,51204789862,Toulouse,16143,En Agence
Commande,2024-02-02 23:49:07.054901,4027566853044,37710652766,Toulouse,28334,En Agence
Commande,2024-02-03 00:37:26.899310,6580108377956,45941002551,Strasbourg,35063,En Agence
Commande,2024-02-03 01:25:46.743720,2725706421198,45601130217,Paris Nord,21822,En Agence
Commande,2024-02-03 02:14:06.588130,2719310029439,72377535174,Lille,16684,En Agence
Commande,2024-02-03 03:02:26.432540,4050596044399,60260648232,Montpellier,21732,A Domicile
Commande,2024-02-03 03:50:46.276950,2974017019193,47511288396,Toulouse,13378,En Agence
Commande,2024-02-03 04:39:06.121360,6863908692364,69020233706,Lyon,24782,En Agence
Commande,2024-02-03 05:27:25.965770,9459066811123,75707826671,Grenoble,20700,En Agence
Commande,2024-02-03 06:15:45.810180,6512574059155,29577151829,Paris Nord,15115,En Agence
Commande,2024-02-03 07:04:05.654589,7595378360035,93012093788,Toulon,13412,En Agence
Commande,2024-02-03 07:52:25.498999,4390423780755,84836049567,Marseille,16047,En Agence
Commande,2024-02-03 08:40:45.343409,9533281830398,48031364122,Bordeaux,21318,En Agence
Commande,2024-02-03 09:29:05.187819,2374985782590,16701720963,Marseille,28368,En Agence
Commande,2024-02-03 10:17:25.032229,3770716870086,63153068131,Montpellier,25836,En Agence
Commande,2024-02-03 11:05:44.876639,8456890827798,62940307329,Nantes,19291,En Agence
Commande,2024-02-03 11:54:04.721049,6043949203100,52642395201,Toulouse,19878,En Agence
Commande,2024-02-03 12:42:24.565458,3044565909821,61205808747,Grenoble,18744,A Domicile
Commande,2024-02-03 13:30:44.409868,9959743165724,69788968397,Rennes,10955,En Agence
Commande,2024-02-03 14:19:04.254278,9677771797931,34739918408,Bordeaux,27757,En Agence
Commande,2024-02-03 15:07:24.098688,8624306409306,33887359283,Grenoble,35393,A Domicile
Commande,2024-02-03 15:55:43.943098,5709108586974,73106668041,Lyon,27148,A Domicile
Commande,2024-02-03 16:44:03.787508,7279249063789,93494522634,Lille,15127,A Domicile
Commande,2024-02-03 17:32:23.631918,2234518644329,34680621581,Lyon,23432,A Domicile
Commande,2024-02-03 18:20:43.476328,7320992383223,63126065148,Lyon,23544,En Agence
Commande,2024-02-03 19:09:03.320737,4361803737477,49748779423,Lyon,16741,En Agence
Commande,2024-02-03 19:57:23.165147,8971821763894,44918374835,Nice,19504,En Agence
Commande,2024-02-03 20:45:43.009557,1770188515347,62381353546,Toulon,34964,A Domicile
Commande,2024-02-03 21:34:02.853967,5732258505029,65722777779,Strasbourg,16411,En Agence
Commande,2024-02-03 22:22:22.698377,8867537221439,68042131092,Paris Sud,21415,En Agence
Commande,2024-02-03 23:10:42.542787,3719149721488,90193515317,Marseille,22819,En Agence
Commande,2024-02-03 23:59:02.387197,1089805723950,76288526932,Grenoble,7799,A Domicile
Commande,2024-02-04 00:47:22.231607,9028521809691,77685726005,Strasbourg,13158,A Domicile
Commande,2024-02-04 01:35:42.076016,4339716162575,32847100133,Montpellier,26281,En Agence
Commande,2024-02-04 02:24:01.920426,9027931079032,97384772774,Toulon,18883,En Agence
Commande,2024-02-04 03:12:21.764836,8410328448116,21699635223,Paris Nord,26356,En Agence
Commande,2024-02-04 04:00:41.609246,3249884717235,95209862336,Lyon,17653,En Agence
Commande,2024-02-04 04:49:01.453656,5679743524809,81616146447,Marseille,33380,En Agence
Commande,2024-02-04 05:37:21.298066,7582104711405,31260363026,Toulouse,20794,A Domicile
Commande,2024-02-04 06:25:41.142476,1666460342273,36578396435,Paris Sud,18782,A Domicile
Commande,2024-02-04 07:14:00.986885,6600636124796,66252483111,Nantes,18068,En Agence
Commande,2024-02-04 08:02:20.831295,5244911432792,82968423003,Nice,31010,En Agence
Commande,2024-02-04 08:50:40.675705,3257964830210,90453719255,Lyon,6070,En Agence
Commande,2024-02-04 09:39:00.520115,4055541082134,88852398723,Toulon,25878,En Agence
Commande,2024-02-04 10:27:20.364525,7966894706292,15671182647,Strasbourg,24858,En Agence
Commande,2024-02-04 11:15:40.208935,7616454354972,34337817228,Paris Sud,16798,En Agence
Commande,2024-02-04 12:04:00.053345,3419949744910,30537491590,Lille,13163,En Agence
Commande,2024-02-04 12:52:19.897755,9374255665396,85111887381,Marseille,39717,En Agence
Commande,2024-02-04 13:40:39.742164,9397203067461,97909901417,Toulon,13985,A Domicile
Commande,2024-02-04 14:28:59.586574,2227658697871,17702735927,Strasbourg,16536,En Agence
Commande,2024-02-04 15:17:19.430984,3062560794262,64423573037,Marseille,21390,A Domicile
Commande,2024-02-04 16:05:39.275394,8438861271825,36990794502,Toulouse,22120,En Agence
Commande,2024-02-04 16:53:59.119804,4937199778689,49086319151,Strasbourg,19770,En Agence
Commande,2024-02-04 17:42:18.964214,8078164160034,94728486407,Bordeaux,24149,En Agence
Commande,2024-02-04 18:30:38.808624,5613211565953,26528050664,Toulouse,17805,En Agence
Commande,2024-02-04 19:18:58.653034,7770912724322,30621350703,Paris Sud,27810,A Domicile
Commande,2024-02-04 20:07:18.497443,3621490295357,45931898803,Marseille,12958,A Domicile
Commande,2024-02-04 20:55:38.341853,8894970738627,81806300621,Bordeaux,10327,En Agence
Commande,2024-02-04 21:43:58.186263,3008145546693,88738624395,Paris Nord,7748,En Agence
Commande,2024-02-04 22:32:18.030673,3376308109962,56753550874,Nantes,5801,En Agence
Commande,2024-02-04 23:20:37.875083,4013563597486,69695699485,Toulouse,25529,En Agence
Commande,2024-02-05 00:08:57.719493,8632396234868,44667436973,Marseille,24032,En Agence
Commande,2024-02-05 00:57:17.563903,6574158448659,48307110622,Marseille,18908,En Agence
Commande,2024-02-05 01:45:37.408312,3958353234957,14316864727,Lyon,9414,En Agence
Commande,2024-02-05 02:33:57.252722,4425859632736,61692125827,Nice,22915,En Agence
Commande,2024-02-05 03:22:17.097132,5664512720999,28693429850,Paris Nord,15520,En Agence
Commande,2024-02-05 04:10:36.941542,4952389907120,59048987589,Toulouse,19772,En Agence
Commande,2024-02-05 04:58:56.785952,4449388239135,95750452558,Bordeaux,34447,En Agence
Commande,2024-02-05 05:47:16.630362,1888296745110,31655964226,Toulouse,24031,A Domicile
Commande,2024-02-05 06:35:36.474772,6693547109400,97945138402,Rennes,19774,A Domicile
Commande,2024-02-05 07:23:56.319182,2311054160779,92497143022,Paris Nord,24480,En Agence
Commande,2024-02-05 08:12:16.163591,3234262257272,35888991692,Paris Sud,19080,En Agence
Commande,2024-02-05 09:00:36.008001,3677826407166,42893664160,Nantes,12470,A Domicile
Commande,2024-02-05 09:48:55.852411,2680742617724,60842461554,Lille,10623,En Agence
Commande,2024-02-05 10:37:15.696821,5578324534457,99118102759,Toulouse,22585,En Agence
Commande,2024-02-05 11:25:35.541231,5944410056052,76932662802,Toulouse,17913,A Domicile
Commande,2024-02-05 12:13:55.385641,3095663209708,91001537654,Bordeaux,34757,A Domicile
Commande,2024-02-05 13:02:15.230051,9847981227447,92092074937,Montpellier,12512,En Agence
Commande,2024-02-05 13:50:35.074460,6395410111792,51559308111,Bordeaux,25134,A Domicile
Commande,2024-02-05 14:38:54.918870,6057105311704,40283628249,Toulouse,22666,En Agence
Commande,2024-02-05 15:27:14.763280,4394389888497,16777026257,Paris Sud,36356,En Agence
Commande,2024-02-05 16:15:34.607690,6967578875856,53445173282,Rennes,15844,A Domicile
Commande,2024-02-05 17:03:54.452100,7374004248480,70163581702,Toulouse,19986,A Domicile
Commande,2024-02-05 17:52:14.296510,5952203248932,14360889377,Marseille,20862,En Agence
Commande,2024-02-05 18:40:34.140920,5881063545001,56556657707,Toulon,18514,A Domicile
Commande,2024-02-05 19:28:53.985330,7456582651334,79910427784,Lyon,18489,En Agence
Commande,2024-02-05 20:17:13.829739,7821888840901,56573832138,Grenoble,11878,A Domicile
Commande,2024-02-05 21:05:33.674149,8155482079560,57689376267,Nantes,39594,A Domicile
Commande,2024-02-05 21:53:53.518559,7886357736841,32480955158,Toulon,7937,A Domicile
Commande,2024-02-05 22:42:13.362969,2007786486108,48495292277,Bordeaux,18507,A Domicile
Commande,2024-02-05 23:30:33.207379,9559901568904,99992452348,Rennes,41756,En Agence
Commande,2024-02-06 00:18:53.051789,5369228834831,93284585414,Lyon,16004,En Agence
Commande,2024-02-06 01:07:12.896199,5479442138739,82143792498,Strasbourg,19452,En Agence
Commande,2024-02-06 01:55:32.740609,6497201407702,14229784874,Bordeaux,26819,A Domicile
Commande,2024-02-06 02:43:52.585018,7486193688024,52390728675,Montpellier,14626,A Domicile
Commande,2024-02-06 03:32:12.429428,5265080457199,27325859626,Lyon,22887,En Agence
Commande,2024-02-06 04:20:32.273838,3676002350942,15197821099,Grenoble,29265,En Agence
Commande,2024-02-06 05:08:52.118248,1271855933604,38611815367,Toulon,42655,En Agence
Commande,2024-02-06 05:57:11.962658,2798918590551,69923965317,Montpellier,14205,En Agence
Commande,2024-02-06 06:45:31.807068,2576176787983,68227395198,Toulon,22658,En Agence
Commande,2024-02-06 07:33:51.651478,6144707858460,78207462938,Lille,26063,A Domicile
Commande,2024-02-06 08:22:11.495887,2328685333282,31120773208,Paris Sud,15370,A Domicile
Commande,2024-02-06 09:10:31.340297,7783110557781,28399685308,Lyon,24685,En Agence
Commande,2024-02-06 09:58:51.184707,1684890005218,79803544159,Lyon,27613,A Domicile
Commande,2024-02-06 10:47:11.029117,9437790017877,36107533647,Paris Nord,16124,A Domicile
Commande,2024-02-06 11:35:30.873527,2973575328698,79110692727,Nice,20853,En Agence
Commande,2024-02-06 12:23:50.717937,3719369599654,26460691334,Nantes,33402,En Agence
Commande,2024-02-06 13:12:10.562347,6049305003109,88292171076,Montpellier,33129,A Domicile
Commande,2024-02-06 14:00:30.406757,6792900710169,63829513389,Grenoble,20178,En Agence
Commande,2024-02-06 14:48:50.251166,6557143555363,20411494262,Toulon,45065,En Agence
Commande,2024-02-06 15:37:10.095576,5950073179101,17652225838,Toulouse,15085,En Agence
Commande,2024-02-06 16:25:29.939986,1047884555396,45762003505,Nice,22204,A Domicile
Commande,2024-02-06 17:13:49.784396,8410328448116,21474878105,Toulouse,12565,En Agence
Commande,2024-02-06 18:02:09.628806,8023959340411,20384028859,Toulouse,21688,A Domicile
Commande,2024-02-06 18:50:29.473216,3865876952652,93024596615,Nantes,18024,A Domicile
Commande,2024-02-06 19:38:49.317626,6568464709791,71128263545,Toulouse,10997,A Domicile
Commande,2024-02-06 20:27:09.162036,9533654291066,70565029842,Nice,13080,A Domicile
Commande,2024-02-06 21:15:29.006445,3895359640559,50808598034,Lille,26396,En Agence
Commande,2024-02-06 22:03:48.850855,5708504177912,70387462066,Bordeaux,27254,A Domicile
Commande,2024-02-06 22:52:08.695265,7998178161634,39030174733,Toulon,28076,En Agence
Commande,2024-02-06 23:40:28.539675,2854794272049,62955727802,Nice,42110,En Agence
Commande,2024-02-07 00:28:48.384085,5886073961582,71957458160,Montpellier,10063,A Domicile
Commande,2024-02-07 01:17:08.228495,2700954809858,23210040075,Paris Nord,30276,En Agence
Commande,2024-02-07 02:05:28.072905,7886357736841,75537144745,Paris Nord,25125,A Domicile
Commande,2024-02-07 02:53:47.917314,6623311105405,58131429465,Paris Nord,31171,A Domicile
Commande,2024-02-07 03:42:07.761724,9079610333939,97024196723,Toulon,24068,A Domicile
Commande,2024-02-07 04:30:27.606134,7480695056982,50803786056,Paris Sud,17884,A Domicile
Commande,2024-02-07 05:18:47.450544,7291184655652,54812986650,Marseille,25271,En Agence
Commande,2024-02-07 06:07:07.294954,3031840341111,92763803471,Toulouse,23898,En Agence
Commande,2024-02-07 06:55:27.139364,7278168246001,86181325204,Nantes,18938,A Domicile
Commande,2024-02-07 07:43:46.983774,1735274929238,60041800889,Grenoble,19001,En Agence
Commande,2024-02-07 08:32:06.828184,4048072259979,67421780362,Bordeaux,11580,A Domicile
Commande,2024-02-07 09:20:26.672593,1163827246372,50924605709,Nantes,23822,En Agence
Commande,2024-02-07 10:08:46.517003,8609617449381,67927436615,Paris Sud,26224,En Agence
Commande,2024-02-07 10:57:06.361413,8083126294378,30537491590,Toulouse,13163,En Agence
Commande,2024-02-07 11:45:26.205823,7836565332800,11211715658,Lyon,30937,En Agence
Commande,2024-02-07 12:33:46.050233,4688425264527,79920376534,Nice,24632,En Agence
Commande,2024-02-07 13:22:05.894643,7006652105336,42606221178,Lille,26759,En Agence
Commande,2024-02-07 14:10:25.739053,6076387911244,14248944815,Rennes,22974,En Agence
Commande,2024-02-07 14:58:45.583462,9719239271589,22763350346,Rennes,19112,En Agence
Commande,2024-02-07 15:47:05.427872,7282242352934,16490850158,Marseille,16006,En Agence
Commande,2024-02-07 16:35:25.272282,3974234865898,22977363080,Bordeaux,12693,A Domicile
Commande,2024-02-07 17:23:45.116692,1006589520096,30215010404,Toulon,22225,En Agence
Commande,2024-02-07 18:12:04.961102,4637370007594,53885719864,Nice,12276,A Domicile
Commande,2024-02-07 19:00:24.805512,6601391463386,74465726690,Bordeaux,27458,En Agence
Commande,2024-02-07 19:48:44.649922,3214553218063,59021640152,Nice,22121,A Domicile
Commande,2024-02-07 20:37:04.494332,5673427212882,34237415291,Grenoble,30451,En Agence
Commande,2024-02-07 21:25:24.338741,5302580859913,87861014844,Toulon,11429,En Agence
Commande,2024-02-07 22:13:44.183151,2168687819714,52119938856,Paris Sud,20422,En Agence
Commande,2024-02-07 23:02:04.027561,9564223623069,22977363080,Grenoble,12693,A Domicile
Commande,2024-02-07 23:50:23.871971,6226332102561,71071286894,Marseille,25917,A Domicile
Commande,2024-02-08 00:38:43.716381,3365699752328,13609188207,Nantes,12927,A Domicile
Commande,2024-02-08 01:27:03.560791,6319514202844,39827138647,Montpellier,23137,A Domicile
Commande,2024-02-08 02:15:23.405201,1495362730031,43028341279,Nice,13911,En Agence
Commande,2024-02-08 03:03:43.249611,6251533266382,95370799886,Paris Sud,36062,En Agence
Commande,2024-02-08 03:52:03.094020,3123815700079,17725914254,Bordeaux,5877,A Domicile
Commande,2024-02-08 04:40:22.938430,5991606019570,31109935828,Bordeaux,20010,En Agence
Commande,2024-02-08 05:28:42.782840,6806242814130,30659604859,Bordeaux,53264,En Agence
Commande,2024-02-08 06:17:02.627250,7868845500673,36294430629,Nantes,15050,A Domicile
Commande,2024-02-08 07:05:22.471660,2498334589109,86421999980,Rennes,28760,En Agence
Commande,2024-02-08 07:53:42.316070,8526993684047,98951346196,Toulon,9093,A Domicile
Commande,2024-02-08 08:42:02.160480,3282967737497,94875482173,Nantes,16824,A Domicile
Commande,2024-02-08 09:30:22.004889,5060150920545,42114147887,Nice,32261,En Agence
Commande,2024-02-08 10:18:41.849299,8531613045646,18548763435,Grenoble,12689,En Agence
Commande,2024-02-08 11:07:01.693709,9604000716289,70925755641,Montpellier,10523,A Domicile
Commande,2024-02-08 11:55:21.538119,4174159746425,68129138453,Toulon,15691,En Agence
Commande,2024-02-08 12:43:41.382529,7569810196507,42595209531,Strasbourg,16416,En Agence
Commande,2024-02-08 13:32:01.226939,7074018980109,13307067394,Montpellier,25116,En Agence
Commande,2024-02-08 14:20:21.071349,9299541650958,11005650429,Paris Nord,12357,En Agence
Commande,2024-02-08 15:08:40.915759,4029137864181,63148758864,Lyon,20037,En Agence
Commande,2024-02-08 15:57:00.760168,8941890182247,82388181029,Paris Nord,25305,A Domicile
Commande,2024-02-08 16:45:20.604578,8841388090272,10840337977,Nantes,22703,A Domicile
Commande,2024-02-08 17:33:40.448988,1872525217952,62955727802,Bordeaux,42110,A Domicile
Commande,2024-02-08 18:22:00.293398,8596139638492,82766040562,Paris Sud,28767,En Agence
Commande,2024-02-08 19:10:20.137808,8780646967249,30656489108,Rennes,23336,A Domicile
Commande,2024-02-08 19:58:39.982218,4313521000284,19926633210,Paris Sud,26781,A Domicile
Commande,2024-02-08 20:46:59.826628,5123721040291,42668352888,Nantes,23852,A Domicile
Commande,2024-02-08 21:35:19.671038,2643825733650,16839860161,Bordeaux,15326,En Agence
Commande,2024-02-08 22:23:39.515447,5653016378006,72626877121,Grenoble,13719,En Agence
Commande,2024-02-08 23:11:59.359857,3840400663076,98830819071,Marseille,18621,En Agence
Commande,2024-02-09 00:00:19.204267,1540877134129,38362815027,Toulon,13325,A Domicile
Commande,2024-02-09 00:48:39.048677,2806679819509,66532832228,Strasbourg,13813,En Agence
Commande,2024-02-09 01:36:58.893087,4675987172524,39514482137,Lyon,19276,A Domicile
Commande,2024-02-09 02:25:18.737497,7764282819655,17232364611,Grenoble,26680,A Domicile
Commande,2024-02-09 03:13:38.581907,5426767668226,17725914254,Lyon,5877,A Domicile
Commande,2024-02-09 04:01:58.426316,6076387911244,14023013718,Strasbourg,26630,En Agence
Commande,2024-02-09 04:50:18.270726,1823893591426,70381469642,Paris Sud,18157,En Agence
Commande,2024-02-09 05:38:38.115136,3626680359947,81274099937,Lyon,47012,A Domicile
Commande,2024-02-09 06:26:57.959546,2422909332172,34513636093,Marseille,24845,A Domicile
Commande,2024-02-09 07:15:17.803956,4443924942957,14443682162,Rennes,20308,En Agence
Commande,2024-02-09 08:03:37.648366,5154927833445,34238989721,Lyon,26508,En Agence
Commande,2024-02-09 08:51:57.492776,5871183751303,17174712378,Nice,25003,En Agence
Commande,2024-02-09 09:40:17.337186,4359140342032,67453962815,Strasbourg,10288,En Agence
Commande,2024-02-09 10:28:37.181595,9459066811123,79865763751,Toulouse,19892,En Agence
Commande,2024-02-09 11:16:57.026005,9295389502604,62622450247,Lyon,25259,En Agence
Commande,2024-02-09 12:05:16.870415,7173936413976,78550594274,Nantes,14689,A Domicile
Commande,2024-02-09 12:53:36.714825,5819273838740,75756851540,Marseille,18688,A Domicile
Commande,2024-02-09 13:41:56.559235,4004957075850,68332195950,Lyon,11162,En Agence
Commande,2024-02-09 14:30:16.403645,8665625509527,32445135503,Paris Sud,33556,A Domicile
Commande,2024-02-09 15:18:36.248055,9005086442308,82289855972,Strasbourg,17961,A Domicile
Commande,2024-02-09 16:06:56.092464,2649326162324,54613023990,Strasbourg,22348,A Domicile
Commande,2024-02-09 16:55:15.936874,5430853570626,34007566990,Paris Sud,24247,En Agence
Commande,2024-02-09 17:43:35.781284,3946770338929,58024036026,Lille,26247,En Agence
Commande,2024-02-09 18:31:55.625694,3917749393913,62548811252,Nice,31854,En Agence
Commande,2024-02-09 19:20:15.470104,3839918693017,63829513389,Nantes,20178,A Domicile
Commande,2024-02-09 20:08:35.314514,9698913031344,66934122643,Montpellier,37340,A Domicile
Commande,2024-02-09 20:56:55.158924,7893241392247,48043571574,Toulouse,27916,En Agence
Commande,2024-02-09 21:45:15.003334,6934630574459,25861485377,Lyon,32498,En Agence
Commande,2024-02-09 22:33:34.847743,8817786742018,89683426604,Lyon,14552,En Agence
Commande,2024-02-09 23:21:54.692153,5663657276671,52018114369,Grenoble,13479,En Agence
Commande,2024-02-10 00:10:14.536563,4085762478860,18339906180,Marseille,16022,En Agence
Commande,2024-02-10 00:58:34.380973,5159713123457,61354833063,Montpellier,48140,A Domicile
Commande,2024-02-10 01:46:54.225383,1242868910191,64150536722,Lille,23709,En Agence
Commande,2024-02-10 02:35:14.069793,3306512833656,42784078072,Strasbourg,32973,En Agence
Commande,2024-02-10 03:23:33.914203,5275696507962,24953341726,Paris Sud,16611,A Domicile
Commande,2024-02-10 04:11:53.758613,5772335396392,37751267184,Grenoble,10668,A Domicile
Commande,2024-02-10 05:00:13.603022,9361728153249,38239873997,Bordeaux,17661,En Agence
Commande,2024-02-10 05:48:33.447432,6512574059155,60780999800,Rennes,21562,A Domicile
Commande,2024-02-10 06:36:53.291842,1292141304889,47262650775,Toulouse,17403,A Domicile
Commande,2024-02-10 07:25:13.136252,6127546653046,90189778917,Toulon,17477,En Agence
Commande,2024-02-10 08:13:32.980662,4520394527139,78285459318,Bordeaux,22956,En Agence
Commande,2024-02-10 09:01:52.825072,8549048295780,81404133209,Paris Nord,22345,En Agence
Commande,2024-02-10 09:50:12.669482,1445949416189,16624057845,Lille,29438,A Domicile
Commande,2024-02-10 10:38:32.513891,2614868745674,55324760976,Rennes,19099,A Domicile
Commande,2024-02-10 11:26:52.358301,5786118259831,38721879232,Nice,8710,En Agence
Commande,2024-02-10 12:15:12.202711,9503076281355,69848776786,Toulouse,20638,En Agence
Commande,2024-02-10 13:03:32.047121,7747096831776,92806598246,Bordeaux,7521,A Domicile
Commande,2024-02-10 13:51:51.891531,8395807216965,60632050259,Montpellier,22331,En Agence
Commande,2024-02-10 14:40:11.735941,9355057765739,24612038476,Toulouse,23046,A Domicile
Commande,2024-02-10 15:28:31.580351,3364113688006,54631396598,Lyon,26569,En Agence
Commande,2024-02-10 16:16:51.424761,8500927130480,89395188309,Lille,27118,En Agence
Commande,2024-02-10 17:05:11.269170,9857886654979,56973061568,Nice,19709,En Agence
Commande,2024-02-10 17:53:31.113580,1090224662780,58864321747,Marseille,17037,A Domicile
Commande,2024-02-10 18:41:50.957990,1978899672763,97452513045,Toulouse,33790,A Domicile
Commande,2024-02-10 19:30:10.802400,4640094069349,95444556912,Grenoble,18659,A Domicile
Commande,2024-02-10 20:18:30.646810,3306024775166,71766918155,Toulouse,18043,A Domicile
Commande,2024-02-10 21:06:50.491220,1588464614832,63215563090,Grenoble,26606,En Agence
Commande,2024-02-10 21:55:10.335630,7451075273292,48326981983,Paris Sud,12058,A Domicile
Commande,2024-02-10 22:43:30.180040,5254042126658,32742467624,Lille,15551,En Agence
Commande,2024-02-10 23:31:50.024449,5031207144827,27316467427,Paris Sud,28981,A Domicile
Commande,2024-02-11 00:20:09.868859,3200923143918,77008249798,Rennes,26584,En Agence
Commande,2024-02-11 01:08:29.713269,5937448386029,32568288696,Nice,23106,En Agence
Commande,2024-02-11 01:56:49.557679,8519302768100,58729888382,Bordeaux,38201,En Agence
Commande,2024-02-11 02:45:09.402089,7927614012091,46264391606,Montpellier,17711,En Agence
Commande,2024-02-11 03:33:29.246499,5999733378602,80879940682,Paris Sud,11843,A Domicile
Commande,2024-02-11 04:21:49.090909,7547009275976,67615308903,Lille,21528,En Agence
Commande,2024-02-11 05:10:08.935318,9141477992531,62778305907,Paris Sud,36145,A Domicile
Commande,2024-02-11 05:58:28.779728,4401813529459,36785800943,Strasbourg,32256,En Agence
Commande,2024-02-11 06:46:48.624138,3207229323136,88292171076,Montpellier,33129,A Domicile
Commande,2024-02-11 07:35:08.468548,3697041621740,25263097948,Montpellier,16238,A Domicile
Commande,2024-02-11 08:23:28.312958,2176788578988,89333053890,Paris Nord,17844,En Agence
Commande,2024-02-11 09:11:48.157368,4004029417670,69613597045,Toulon,23419,En Agence
Commande,2024-02-11 10:00:08.001778,7434374524267,17005593535,Lyon,21961,A Domicile
Commande,2024-02-11 10:48:27.846188,7200759557141,71286925606,Nantes,25169,A Domicile
Commande,2024-02-11 11:36:47.690597,9027226190592,34090183881,Montpellier,26799,En Agence
Commande,2024-02-11 12:25:07.535007,8462090187506,55125457758,Toulouse,20916,En Agence
Commande,2024-02-11 13:13:27.379417,7186250142461,21474878105,Montpellier,12565,En Agence
Commande,2024-02-11 14:01:47.223827,4174159746425,82000431948,Paris Sud,28893,En Agence
Commande,2024-02-11 14:50:07.068237,3158204069862,45381263080,Lille,22517,En Agence
Commande,2024-02-11 15:38:26.912647,2451180648570,71286925606,Paris Sud,25169,En Agence
Commande,2024-02-11 16:26:46.757057,1239497875573,76128405070,Toulouse,13746,En Agence
Commande,2024-02-11 17:15:06.601466,9280146472668,53813438424,Paris Nord,38314,En Agence
Commande,2024-02-11 18:03:26.445876,8988465629002,21474878105,Montpellier,12565,A Domicile
Commande,2024-02-11 18:51:46.290286,3073907678315,32934200267,Lyon,17764,En Agence
Commande,2024-02-11 19:40:06.134696,8407047728171,74689095196,Bordeaux,17986,En Agence
Commande,2024-02-11 20:28:25.979106,3766879158719,71542317117,Nantes,19385,En Agence
Commande,2024-02-11 21:16:45.823516,3415414282091,43462480668,Lyon,28158,En Agence
Commande,2024-02-11 22:05:05.667926,8605103505425,73148973399,Lille,12714,En Agence
Commande,2024-02-11 22:53:25.512336,7292067248898,67725106576,Marseille,19111,En Agence
Commande,2024-02-11 23:41:45.356745,6437202242883,14593619389,Lille,31582,A Domicile
Commande,2024-02-12 00:30:05.201155,9943567399638,71191873147,Lyon,22551,En Agence
Commande,2024-02-12 01:18:25.045565,8718945261651,86677124570,Montpellier,29475,En Agence
Commande,2024-02-12 02:06:44.889975,6639158777629,10369383912,Nice,13209,En Agence
Commande,2024-02-12 02:55:04.734385,6384144690282,55096386345,Lyon,28974,En Agence
Commande,2024-02-12 03:43:24.578795,4266151341718,47535740109,Grenoble,28721,En Agence
Commande,2024-02-12 04:31:44.423205,2505696013458,36713433598,Marseille,24740,En Agence
Commande,2024-02-12 05:20:04.267615,3533656580524,89225942271,Paris Sud,32563,En Agence
Commande,2024-02-12 06:08:24.112024,2215325978161,80300077994,Toulon,18745,En Agence
Commande,2024-02-12 06:56:43.956434,5756903919823,38125589047,Bordeaux,11735,En Agence
Commande,2024-02-12 07:45:03.800844,6180743559648,51025385544,Lille,32421,A Domicile
Commande,2024-02-12 08:33:23.645254,8694477921735,78207462938,Strasbourg,26063,En Agence
Commande,2024-02-12 09:21:43.489664,9042322433503,68592895936,Strasbourg,19106,En Agence
Commande,2024-02-12 10:10:03.334074,7084352650021,94617890241,Strasbourg,22861,En Agence
Commande,2024-02-12 10:58:23.178484,3574821043466,12343079074,Strasbourg,12791,En Agence
Commande,2024-02-12 11:46:43.022893,5209887906719,69923965317,Toulon,14205,A Domicile
